,task1,task2,epoch,step,images_needed,target test acc,reached test acc,Label index0,Label index1,Label index2,Label index3,Label index4,Label index5,Label index6,Label index7,Label index8,Label index9
1133,"[1, 4, 7]","[2, 3, 8, 9]",19,26,0,98.10333333333332,81.71548117154812,,,,,,,,,,
1134,"[2, 3, 6, 8]","[4, 5, 9]",19,25,0,98.01666666666668,77.61411696077002,,,,,,,,,,
1135,"[1, 3, 6, 7, 9]","[2, 4, 5, 8]",19,33,0,97.58666666666667,81.9179600886918,,,,,,,,,,
1136,"[1, 2, 8]","[3, 4, 6, 7]",19,26,0,97.82666666666668,83.8039050428431,,,,,,,,,,
1137,"[1, 4, 7, 8]","[2, 3, 5, 9]",19,30,0,97.92666666666666,79.91813445795088,,,,,,,,,,
1138,"[0, 7]","[1, 3, 4, 5, 9]",19,26,0,97.89166666666668,84.2808413871518,,,,,,,,,,
1139,"[2, 6, 9]","[3, 4, 7, 8]",19,26,0,97.945,79.85127985127986,,,,,,,,,,
1140,"[0, 3, 6, 9]","[1, 2, 7]",19,26,0,97.705,86.99664429530202,,,,,,,,,,
1141,"[0, 1, 6]","[2, 3, 8]",19,22,0,97.57,84.41451798324849,,,,,,,,,,
1142,"[0, 2, 6, 7, 9]","[1, 3, 4, 8]",19,34,0,97.615,83.8054457619675,,,,,,,,,,
1143,"[1, 2, 4, 6]","[3, 5, 8, 9]",19,29,0,97.855,79.76726726726727,,,,,,,,,,
1144,"[0, 1, 2, 3, 5]","[4, 6, 8, 9]",19,33,0,97.87166666666668,81.2862238074008,,,,,,,,,,
1145,"[3, 5, 6, 9]","[4, 7, 8]",19,25,0,97.87166666666668,74.85772654311981,,,,,,,,,,
1146,"[0, 5]","[1, 3, 4, 6, 7, 8]",19,30,0,97.78833333333333,80.01005151400929,,,,,,,,,,
1147,"[0, 1, 3, 4, 6, 8]","[2, 5, 9]",19,33,0,97.46666666666668,84.25100312082033,,,,,,,,,,
1148,"[2, 3, 5, 7]","[4, 6, 9]",19,25,0,97.98,77.32600202575604,,,,,,,,,,
1149,"[0, 3]","[1, 2, 6]",19,19,0,97.70833333333331,89.18866080156403,,,,,,,,,,
1150,"[0, 2, 5, 6, 7]","[1, 3, 8]",19,30,0,98.01166666666668,78.41178673991759,,,,,,,,,,
1151,"[3, 6, 7, 9]","[4, 5, 8]",19,25,0,97.84,73.32555085364075,,,,,,,,,,
1152,"[1, 3, 4, 5, 8]","[2, 6, 7, 9]",19,33,0,97.895,82.21729490022173,,,,,,,,,,
1153,"[0, 2, 3]","[1, 4, 7, 9]",19,26,0,97.98833333333332,88.50334448160535,,,,,,,,,,
1154,"[0, 1, 5]","[2, 3, 6, 8]",19,26,0,97.44166666666668,81.3064030941126,,,,,,,,,,
1155,"[0, 3, 6, 9]","[1, 2, 5, 7, 8]",19,33,0,97.58666666666667,79.80705256154359,,,,,,,,,,
1156,"[1, 2, 3, 4, 6]","[5, 7, 8, 9]",19,33,0,97.705,82.01773835920177,,,,,,,,,,
1157,"[0, 8]","[1, 2, 6, 7, 9]",19,26,0,98.04833333333332,87.29623383923553,,,,,,,,,,
1158,"[1, 2, 4, 6, 9]","[3, 5, 8]",19,29,0,97.56666666666666,80.2927927927928,,,,,,,,,,
1159,"[0, 6, 9]","[1, 3, 4]",19,22,0,97.17833333333331,87.6193612117221,,,,,,,,,,
1160,"[0, 3, 9]","[1, 4, 5, 6, 7]",19,30,0,97.47333333333331,84.0630472854641,,,,,,,,,,
1161,"[0, 4, 5]","[1, 2, 8]",19,22,0,97.68333333333334,86.73894912427022,,,,,,,,,,
1162,"[0, 2, 5, 7]","[1, 3, 8]",19,26,0,97.895,81.7756346617501,,,,,,,,,,
1163,"[1, 3, 5]","[2, 4, 9]",19,22,0,97.76833333333332,83.74587458745874,,,,,,,,,,
1164,"[0, 4, 5, 7, 8]","[1, 2, 9]",19,30,0,97.77833333333334,83.14243027888446,,,,,,,,,,
1165,"[2, 3, 5, 8, 9]","[4, 6, 7]",19,29,0,98.01166666666668,72.28915662650603,,,,,,,,,,
1166,"[0, 1, 2, 5, 6]","[3, 4, 8]",19,29,0,97.225,81.37636569132236,,,,,,,,,,
1167,"[1, 3, 6]","[2, 4, 7]",19,23,0,97.965,84.36126932465419,,,,,,,,,,
1168,"[0, 2, 7, 8, 9]","[1, 3, 5, 6]",19,33,0,97.98,78.09935684187181,,,,,,,,,,
1169,"[1, 3]","[2, 4, 6, 7, 8]",19,26,0,97.87166666666668,82.06208737182189,,,,,,,,,,
1170,"[1, 3, 7, 9]","[2, 4, 8]",19,26,0,97.395,80.76708507670851,,,,,,,,,,
1171,"[1, 3, 5, 6, 7]","[2, 4, 8, 9]",19,33,0,97.52,79.42350332594235,,,,,,,,,,
1172,"[2, 5, 7, 9]","[3, 4, 8]",19,25,0,97.84666666666666,69.3518117511188,,,,,,,,,,
1173,"[0, 1, 2]","[3, 4, 7]",19,23,0,97.13,89.10329171396141,,,,,,,,,,
1174,"[1, 4]","[2, 3, 6, 7, 9]",19,26,0,97.98,82.66703941850713,,,,,,,,,,
1175,"[0, 1, 3, 4, 6]","[2, 5, 9]",19,29,0,97.87166666666668,83.42085521380345,,,,,,,,,,
1176,"[0, 4, 6]","[1, 2, 7, 9]",19,26,0,97.855,89.0791690061763,,,,,,,,,,
1177,"[0, 3, 9]","[1, 2, 6, 7, 8]",19,30,0,97.52666666666666,84.75264582820576,,,,,,,,,,
1178,"[0, 4, 7, 9]","[1, 2, 5, 8]",19,30,0,97.945,85.13446215139442,,,,,,,,,,
1179,"[0, 1, 5, 6, 8]","[2, 3, 4, 9]",19,33,0,97.75166666666668,85.43245653143113,,,,,,,,,,
1180,"[0, 6, 7]","[1, 3]",19,19,0,98.01166666666668,91.39111719819995,,,,,,,,,,
1181,"[1, 4, 7]","[2, 3, 9]",19,23,0,97.69666666666666,85.5067785668173,,,,,,,,,,
1182,"[0, 3, 4, 7]","[1, 2, 6, 8]",19,30,0,98.01166666666668,85.98592418817138,,,,,,,,,,
1183,"[0, 1, 2, 3, 9]","[4, 5, 7]",19,30,0,97.77833333333334,85.63460585027268,,,,,,,,,,
1184,"[0, 2, 3, 4, 5]","[1, 6, 8, 9]",19,33,0,97.69666666666666,79.53633526526973,,,,,,,,,,
1185,"[2, 3, 5, 8]","[4, 6, 9]",19,25,0,97.46166666666667,78.24121335861165,,,,,,,,,,
1186,"[0, 1, 4, 8, 9]","[2, 3, 5, 7]",19,33,0,97.58666666666667,83.25591683255918,,,,,,,,,,
1187,"[0, 6, 8, 9]","[1, 2, 7]",19,26,0,97.58666666666667,87.36649803260259,,,,,,,,,,
1188,"[0, 6, 7, 9]","[1, 2, 4, 8]",19,30,0,97.705,85.68782415411212,,,,,,,,,,
1189,"[2, 5]","[3, 6]",19,14,0,97.77333333333334,78.93114080164439,,,,,,,,,,
1190,"[1, 5, 9]","[2, 3, 6, 7]",19,26,0,97.68833333333332,81.38448471121178,,,,,,,,,,
1191,"[1, 3, 7]","[2, 4, 9]",19,23,0,97.86333333333332,85.458360232408,,,,,,,,,,
1192,"[0, 3, 6]","[1, 2, 7, 8]",19,26,0,97.46666666666668,85.14823661655193,,,,,,,,,,
1193,"[1, 2, 5, 8, 9]","[3, 4, 7]",19,30,0,97.685,78.39245844703548,,,,,,,,,,
1194,"[0, 3, 5, 8, 9]","[1, 2, 6, 7]",19,33,0,97.84,80.00665335994678,,,,,,,,,,
1195,"[0, 1]","[2, 3, 8]",19,19,0,97.76333333333334,84.91522120444358,,,,,,,,,,
1196,"[1, 3, 4]","[2, 5, 9]",19,22,0,97.69666666666666,82.8052805280528,,,,,,,,,,
1197,"[1, 5, 9]","[2, 3, 6, 7, 8]",19,30,0,97.87166666666668,75.06842498133864,,,,,,,,,,
1198,"[0, 2, 3, 9]","[1, 4, 6]",19,26,0,98.06166666666668,88.05235012665354,,,,,,,,,,
1199,"[0, 2, 3]","[1, 4, 6, 7, 8, 9]",19,34,0,97.8,86.08915239350023,,,,,,,,,,
1200,"[2, 4, 5, 7, 8]","[3, 6, 9]",19,29,0,97.58666666666667,79.92390615091946,,,,,,,,,,
1201,"[2, 3, 4, 9]","[5, 6, 7, 8]",19,29,0,97.68333333333334,74.63538363982245,,,,,,,,,,
1202,"[0, 2, 4]","[1, 3, 6, 7]",19,26,0,98.01166666666668,88.0,,,,,,,,,,
1203,"[0, 1]","[2, 3, 5, 7, 8]",19,26,0,97.91333333333333,80.0595660190044,,,,,,,,,,
1204,"[0, 1]","[2, 4, 5, 6, 8, 9]",19,29,0,97.59166666666668,80.63300678221552,,,,,,,,,,
1205,"[0, 3, 4, 8]","[1, 2, 9]",19,26,0,97.945,83.96517832069644,,,,,,,,,,
1206,"[0, 2, 8]","[1, 3, 6, 7, 9]",19,30,0,97.32166666666666,85.18336204774796,,,,,,,,,,
1207,"[1, 5, 9]","[2, 3, 6]",19,22,0,97.70833333333331,84.47647448641484,,,,,,,,,,
1208,"[0, 1, 6, 7, 8, 9]","[2, 3, 5]",19,33,0,97.77833333333334,78.26569084054114,,,,,,,,,,
1209,"[0, 1, 2, 4, 6, 8]","[3, 5, 9]",19,33,0,97.945,84.03923316986179,,,,,,,,,,
1210,"[0, 1, 4, 8, 9]","[2, 3, 7]",19,30,0,97.52,82.29447852760737,,,,,,,,,,
1211,"[1, 6, 8, 9]","[2, 3, 7]",19,26,0,97.945,83.54324097397145,,,,,,,,,,
1212,"[0, 3]","[1, 4, 5, 6, 7, 8]",19,30,0,97.56666666666666,79.87184319638145,,,,,,,,,,
1213,"[1, 2, 4]","[3, 5, 7, 8, 9]",19,30,0,97.82666666666668,79.62044157777225,,,,,,,,,,
1214,"[0, 1, 3, 7]","[2, 4, 6, 9]",19,30,0,97.84666666666666,86.30440127858373,,,,,,,,,,
1215,"[0, 4, 9]","[1, 2, 5, 8]",19,26,0,97.945,84.22330097087378,,,,,,,,,,
1216,"[1, 2, 5, 6, 8]","[3, 4, 9]",19,29,0,97.56666666666666,76.63913913913913,,,,,,,,,,
1217,"[0, 5, 8]","[1, 2, 6, 7, 9]",19,30,0,97.80833333333334,81.3936063936064,,,,,,,,,,
1218,"[0, 1, 2, 6]","[3, 5]",19,22,0,98.03,83.28616613950392,,,,,,,,,,
1219,"[0, 5, 6]","[1, 3, 4, 7, 8]",19,30,0,97.64333333333332,79.13054403819575,,,,,,,,,,
1220,"[2, 3, 5]","[4, 6, 8, 9]",19,25,0,97.82666666666668,74.084876768266,,,,,,,,,,
1221,"[0, 4]","[1, 2, 9]",19,19,0,97.58666666666667,90.56052938886727,,,,,,,,,,
1222,"[0, 1, 4, 6, 7]","[2, 3, 8, 9]",19,34,0,97.04166666666669,83.95915678524374,,,,,,,,,,
1223,"[1, 2, 9]","[3, 5, 6]",19,22,0,97.92666666666666,85.83499005964215,,,,,,,,,,
1224,"[0, 2, 3, 5, 6]","[1, 4, 7, 9]",19,33,0,97.87166666666668,83.42565920673609,,,,,,,,,,
1225,"[0, 2, 3, 4, 6, 8]","[1, 5, 9]",19,33,0,97.58666666666667,82.45653143111905,,,,,,,,,,
1226,"[3, 6, 8]","[4, 5, 7, 9]",19,25,0,97.27666666666669,72.40624543995331,,,,,,,,,,
1227,"[0, 6, 7, 8, 9]","[1, 2, 4]",19,30,0,97.52,86.36700419856754,,,,,,,,,,
1228,"[2, 3, 4, 6, 9]","[5, 7, 8]",19,29,0,97.945,74.59733671528218,,,,,,,,,,
1229,"[0, 6, 7, 9]","[1, 2, 5]",19,26,0,97.83,87.20500426499858,,,,,,,,,,
1230,"[0, 8]","[1, 2, 4, 9]",19,22,0,97.61833333333333,85.53664921465969,,,,,,,,,,
1231,"[0, 3, 4, 8, 9]","[1, 2, 6, 7]",19,34,0,97.945,85.15590689503732,,,,,,,,,,
1232,"[0, 4, 5, 8]","[1, 2, 7]",19,26,0,98.15833333333332,87.11376904456785,,,,,,,,,,
1233,"[0, 4, 5]","[1, 2, 7]",19,22,0,97.955,90.57695486857332,,,,,,,,,,
1234,"[1, 2, 7, 8]","[3, 4, 6, 9]",19,30,0,97.73333333333332,83.34153543307087,,,,,,,,,,
1235,"[0, 4, 5, 7]","[1, 2, 8, 9]",19,30,0,97.84,86.45418326693228,,,,,,,,,,
1236,"[0, 4, 5, 9]","[1, 2, 7, 8]",19,30,0,97.225,84.79830677290838,,,,,,,,,,
1237,"[0, 1, 7]","[2, 3, 8]",19,23,0,97.705,84.73778210748499,,,,,,,,,,
1238,"[0, 1, 4, 5, 7, 9]","[2, 3, 8]",19,33,0,97.70833333333331,79.96018579960186,,,,,,,,,,
1239,"[0, 3, 5]","[1, 2, 6, 7, 9]",19,30,0,97.87166666666668,84.88314271506712,,,,,,,,,,
1240,"[0, 3, 5, 9]","[1, 4]",19,22,0,97.68333333333334,83.08921438082557,,,,,,,,,,
1241,"[1, 7, 8]","[2, 3, 9]",19,23,0,98.06166666666668,81.31868131868131,,,,,,,,,,
1242,"[0, 1, 4]","[2, 5, 6, 7, 8]",19,29,0,97.58666666666667,85.35271269264503,,,,,,,,,,
1243,"[0, 2, 3]","[1, 4, 7, 8, 9]",19,30,0,97.98,82.20858895705521,,,,,,,,,,
1244,"[1, 6, 9]","[2, 3, 5, 8]",19,26,0,97.685,81.46932952924394,,,,,,,,,,
1245,"[0, 2, 4, 6]","[1, 3, 9]",19,26,0,97.46666666666668,87.36279200675486,,,,,,,,,,
1246,"[2, 7, 8]","[3, 4, 6, 9]",19,26,0,97.73166666666664,76.87687687687688,,,,,,,,,,
1247,"[0, 1, 2, 6, 7, 8]","[3, 4, 9]",19,34,0,98.17666666666666,84.96925779534476,,,,,,,,,,
1248,"[0, 7]","[1, 2, 4, 8]",19,22,0,97.74166666666667,89.98532050236503,,,,,,,,,,
1249,"[0, 1, 4, 5]","[2, 3, 8]",19,26,0,97.84,81.598857958601,,,,,,,,,,
1250,"[1, 3, 4, 5, 7]","[2, 6, 9]",19,30,0,97.56666666666666,83.60676112353966,,,,,,,,,,
1251,"[0, 1, 6, 7]","[2, 3, 9]",19,26,0,97.57166666666669,87.13646532438479,,,,,,,,,,
1252,"[1, 5, 6, 7]","[2, 3, 4, 9]",19,30,0,97.78666666666666,81.45662440964455,,,,,,,,,,
1253,"[0, 6, 8]","[1, 2, 4, 5]",19,26,0,97.81833333333331,85.50266072199051,,,,,,,,,,
1254,"[1, 3, 5]","[2, 4, 7, 8, 9]",19,30,0,97.14,77.66063011659638,,,,,,,,,,
1255,"[0, 7, 9]","[1, 2, 5, 6]",19,26,0,97.56666666666666,86.02502132499289,,,,,,,,,,
1256,"[2, 7, 9]","[3, 4, 6]",19,22,0,97.8,80.86060807443097,,,,,,,,,,
1257,"[0, 3, 8]","[1, 2, 5, 6, 9]",19,29,0,98.10333333333332,85.24405506883605,,,,,,,,,,
1258,"[1, 3, 4, 5]","[2, 6, 8]",19,26,0,97.27666666666669,80.53845052269799,,,,,,,,,,
1259,"[1, 2]","[3, 4, 8]",19,19,0,97.58333333333331,85.71985193843756,,,,,,,,,,
1260,"[0, 1, 2, 9]","[3, 4, 6, 7, 8]",19,34,0,97.61666666666666,84.94729907773386,,,,,,,,,,
1261,"[0, 2, 4, 6, 8]","[1, 3, 9]",19,30,0,97.82666666666668,84.57920792079207,,,,,,,,,,
1262,"[1, 2]","[3, 5, 6]",19,18,0,97.78666666666666,83.9267953053511,,,,,,,,,,
1263,"[2, 6, 9]","[3, 4, 7]",19,22,0,97.68833333333332,82.05682006977904,,,,,,,,,,
1264,"[0, 1, 5]","[2, 3, 6, 9]",19,26,0,98.01166666666668,84.77765108323831,,,,,,,,,,
1265,"[0, 6, 9]","[1, 2, 8]",19,22,0,97.87166666666668,88.00919842312747,,,,,,,,,,
1266,"[0, 1, 3, 8, 9]","[2, 4, 6]",19,30,0,97.945,82.78465346534654,,,,,,,,,,
1267,"[0, 4, 5, 8]","[1, 2, 6, 7]",19,29,0,97.49666666666668,84.62598671845633,,,,,,,,,,
1268,"[0, 1, 3, 9]","[2, 4, 6, 7]",19,30,0,97.73333333333332,87.7305138923039,,,,,,,,,,
1269,"[0, 1, 9]","[2, 3, 5, 6]",19,26,0,97.615,84.03648802736602,,,,,,,,,,
1270,"[1, 2, 4, 6, 8]","[3, 5, 7, 9]",19,33,0,97.445,79.46784922394679,,,,,,,,,,
1271,"[1, 3, 5, 8]","[2, 4, 7]",19,26,0,97.77833333333334,79.24287537218206,,,,,,,,,,
1272,"[0, 1, 3, 8]","[2, 4, 6, 9]",19,30,0,97.225,84.9381188118812,,,,,,,,,,
1273,"[1, 4, 5]","[2, 3, 7]",19,22,0,97.225,83.59927619674289,,,,,,,,,,
1274,"[0, 1, 6, 8]","[2, 4]",19,22,0,98.12,85.67893086949348,,,,,,,,,,
1275,"[0, 4, 6]","[1, 3, 5]",19,22,0,97.955,88.16518381735773,,,,,,,,,,
1276,"[2, 3, 4, 5, 7]","[6, 8, 9]",19,29,0,97.885,70.75459733671529,,,,,,,,,,
1277,"[1, 5, 6, 7]","[2, 3, 8]",19,26,0,97.44666666666669,78.56025039123631,,,,,,,,,,
1278,"[0, 2, 8]","[1, 3, 7, 9]",19,26,0,97.74166666666667,83.23102678571429,,,,,,,,,,
1279,"[0, 2, 4]","[1, 3, 8, 9]",19,26,0,97.69666666666666,84.26003931479922,,,,,,,,,,
1280,"[0, 2, 7, 8]","[1, 3, 9]",19,26,0,97.87166666666668,84.5703125,,,,,,,,,,
1281,"[0, 6]","[1, 3, 4, 5, 7, 9]",19,30,0,97.56666666666666,84.92619464598448,,,,,,,,,,
1282,"[0, 1]","[2, 4, 5, 6, 7, 8, 9]",19,33,0,97.86333333333332,81.65739710789767,,,,,,,,,,
1283,"[2, 4, 5, 7]","[3, 6, 8, 9]",19,29,0,97.76833333333332,74.96512365250474,,,,,,,,,,
1284,"[0, 1, 3, 5, 7, 8]","[2, 4, 9]",19,33,0,97.84666666666666,81.45321831453218,,,,,,,,,,
1285,"[0, 3, 6, 7]","[1, 2, 5, 9]",19,30,0,98.01166666666668,84.68423669816012,,,,,,,,,,
1286,"[0, 2]","[1, 3, 6, 7, 9]",19,26,0,97.945,87.59787472035794,,,,,,,,,,
1287,"[0, 5, 6]","[1, 2, 7]",19,22,0,97.45166666666668,90.1908713692946,,,,,,,,,,
1288,"[0, 2, 8]","[1, 3, 6, 9]",19,26,0,97.385,84.57311918850381,,,,,,,,,,
1289,"[1, 2, 6, 7]","[3, 4, 8]",19,26,0,97.945,82.59587020648968,,,,,,,,,,
1290,"[0, 1, 2, 8, 9]","[3, 4, 5, 7]",19,33,0,97.52,82.33797832337977,,,,,,,,,,
1291,"[0, 5, 8]","[1, 2, 4, 6, 9]",19,29,0,97.47333333333331,83.44637025872896,,,,,,,,,,
1292,"[0, 3, 4, 5]","[1, 2, 7, 8, 9]",19,33,0,97.07833333333332,81.78500331785004,,,,,,,,,,
1293,"[0, 1, 3, 6]","[2, 5, 7]",19,26,0,97.84666666666666,82.9140014214641,,,,,,,,,,
1294,"[1, 4, 6, 9]","[2, 3, 7]",19,26,0,97.8,82.47134470226447,,,,,,,,,,
1295,"[0, 3, 8]","[1, 4, 5, 6]",19,26,0,97.78833333333333,76.54018179194921,,,,,,,,,,
1296,"[0, 8]","[1, 2, 5, 9]",19,22,0,97.77833333333334,85.76884755895051,,,,,,,,,,
1297,"[0, 4, 6]","[1, 2, 7, 8, 9]",19,30,0,97.69666666666666,86.4534452951346,,,,,,,,,,
1298,"[0, 2, 3, 6, 8]","[1, 4, 9]",19,30,0,97.705,85.25990099009901,,,,,,,,,,
1299,"[0, 2, 9]","[1, 3, 5, 6, 7]",19,30,0,97.56666666666666,86.01442068622576,,,,,,,,,,
1300,"[0, 6, 9]","[1, 2, 5, 7, 8]",19,30,0,97.82666666666668,83.2042957042957,,,,,,,,,,
1301,"[1, 4, 9]","[2, 3, 6, 7]",19,26,0,97.58333333333331,82.93262510483646,,,,,,,,,,
1302,"[1, 4, 6]","[2, 3, 7, 9]",19,26,0,97.225,82.45736650824713,,,,,,,,,,
1303,"[0, 1, 3, 6, 7, 9]","[2, 4, 8]",19,34,0,97.49833333333332,83.6627140974967,,,,,,,,,,
1304,"[1, 3]","[2, 4, 7, 8]",19,23,0,97.88,85.34328842720338,,,,,,,,,,
1305,"[0, 4, 5, 8]","[1, 2, 6, 7, 9]",19,33,0,97.77833333333334,82.40266963292548,,,,,,,,,,
1306,"[0, 1, 6, 7, 8]","[2, 3, 5]",19,30,0,97.755,81.67062055187914,,,,,,,,,,
1307,"[0, 5]","[1, 2, 8, 9]",19,22,0,98.00666666666666,88.7246761873132,,,,,,,,,,
1308,"[1, 4, 8]","[2, 3, 7, 9]",19,26,0,97.855,81.67364016736401,,,,,,,,,,
1309,"[0, 2, 3, 4, 9]","[1, 5, 7, 8]",19,33,0,97.84,83.28909533289095,,,,,,,,,,
1310,"[0, 2, 7]","[1, 3, 6, 8]",19,26,0,97.84,85.65406772516509,,,,,,,,,,
1311,"[0, 3, 4, 6]","[1, 5]",19,22,0,98.00666666666666,87.56085277824408,,,,,,,,,,
1312,"[0, 1, 5, 6, 9]","[2, 3, 8]",19,29,0,98.10333333333332,80.77596996245306,,,,,,,,,,
1313,"[0, 5, 7, 9]","[1, 3]",19,22,0,97.46666666666668,84.29137760158572,,,,,,,,,,
1314,"[0, 7, 8]","[1, 2, 4, 6]",19,26,0,97.71333333333332,87.5440823811539,,,,,,,,,,
1315,"[1, 5, 8]","[2, 3, 6, 7]",19,26,0,97.81,77.47901550718453,,,,,,,,,,
1316,"[2, 4, 9]","[3, 5, 7, 8]",19,25,0,98.11,69.56835570954237,,,,,,,,,,
1317,"[0, 3, 8]","[1, 4, 5]",19,22,0,97.86333333333332,76.87929013895865,,,,,,,,,,
1318,"[0, 2, 3]","[1, 4, 8, 9]",19,26,0,97.98833333333332,84.45661331086774,,,,,,,,,,
1319,"[2, 5, 6, 8, 9]","[3, 4, 7]",19,29,0,97.445,75.96702599873177,,,,,,,,,,
1320,"[2, 5, 7]","[3, 4, 8]",19,22,0,97.59166666666668,71.24028387968909,,,,,,,,,,
1321,"[0, 4, 8, 9]","[1, 2, 6]",19,26,0,97.77833333333334,87.38330975954737,,,,,,,,,,
1322,"[2, 5, 9]","[3, 4, 7]",19,22,0,97.94166666666668,75.07139257517218,,,,,,,,,,
1323,"[0, 9]","[1, 2, 6, 8]",19,22,0,97.65,84.2969776609724,,,,,,,,,,
1324,"[2, 8]","[3, 5]",19,14,0,97.73333333333332,76.94472876151485,,,,,,,,,,
1325,"[0, 2, 8]","[1, 3, 5, 6, 7]",19,30,0,97.32166666666666,79.04857035834686,,,,,,,,,,
1326,"[0, 3, 6, 8]","[1, 2, 5, 7, 9]",19,33,0,97.73333333333332,78.52073630516743,,,,,,,,,,
1327,"[0, 1, 3, 4, 7]","[2, 5, 8]",19,30,0,98.01666666666668,81.30212871903399,,,,,,,,,,
1328,"[2, 4, 9]","[3, 5, 8]",19,22,0,98.01166666666668,77.13171724021021,,,,,,,,,,
1329,"[0, 4, 8]","[1, 2, 5, 7]",19,26,0,97.49833333333332,87.56941478000854,,,,,,,,,,
1330,"[0, 2, 4, 7, 8]","[1, 3, 6]",19,30,0,97.79666666666668,86.29460427213236,,,,,,,,,,
1331,"[0, 9]","[1, 2, 4, 7]",19,22,0,97.68166666666669,87.4472915990918,,,,,,,,,,
1332,"[1, 3, 6]","[2, 4, 7, 8]",19,26,0,97.52833333333332,84.2253125438966,,,,,,,,,,
1333,"[0, 5, 6, 9]","[1, 3, 4]",19,26,0,97.76833333333332,85.64455928797014,,,,,,,,,,
1334,"[1, 2, 4, 6, 7]","[3, 5, 9]",19,30,0,97.77833333333334,82.4260502112851,,,,,,,,,,
1335,"[1, 5, 6, 8, 9]","[2, 3, 4, 7]",19,33,0,97.93833333333332,82.92682926829268,,,,,,,,,,
1336,"[0, 5, 6]","[1, 2, 8, 9]",19,26,0,97.77166666666666,84.69914040114614,,,,,,,,,,
1337,"[0, 8, 9]","[1, 2, 4, 6, 7]",19,30,0,97.79666666666668,86.71276858483577,,,,,,,,,,
1338,"[0, 1, 4, 7, 8]","[2, 3, 6, 9]",19,34,0,98.04833333333332,83.77250768555116,,,,,,,,,,
1339,"[1, 8]","[2, 4]",19,15,0,97.66333333333334,84.11350958040262,,,,,,,,,,
1340,"[1, 4, 5, 6]","[2, 3, 7, 9]",19,30,0,97.93833333333332,83.38304747700721,,,,,,,,,,
1341,"[0, 2, 3, 5, 6]","[1, 4, 8, 9]",19,33,0,98.11,84.29558626839054,,,,,,,,,,
1342,"[1, 2, 3, 5, 8]","[4, 6, 7, 9]",19,33,0,97.45166666666668,82.67184035476718,,,,,,,,,,
1343,"[2, 5]","[3, 4, 7, 8, 9]",19,25,0,98.04833333333332,68.64443482026851,,,,,,,,,,
1344,"[0, 2, 4, 6]","[1, 3, 8, 9]",19,30,0,97.58666666666667,85.0371287128713,,,,,,,,,,
1345,"[1, 3, 5, 6]","[2, 4, 7, 9]",19,30,0,97.34333333333332,83.01019139945315,,,,,,,,,,
1346,"[1, 2, 7]","[3, 4, 6, 8, 9]",19,30,0,97.93833333333332,83.02165354330708,,,,,,,,,,
1347,"[0, 3, 6, 8]","[1, 2, 7]",19,26,0,98.0,85.68216945342138,,,,,,,,,,
1348,"[0, 1, 2, 3, 6]","[4, 5, 9]",19,29,0,98.02166666666666,81.695423855964,,,,,,,,,,
1349,"[1, 3, 7, 8]","[2, 4, 6]",19,26,0,97.935,81.79519595448798,,,,,,,,,,
1350,"[0, 3, 8]","[1, 2, 5, 6, 7]",19,30,0,97.225,78.24946934698464,,,,,,,,,,
1351,"[0, 5, 6]","[1, 2, 8]",19,22,0,97.31833333333331,85.36258583151901,,,,,,,,,,
1352,"[0, 1, 3, 5]","[2, 4, 8]",19,26,0,97.77333333333334,82.65524625267666,,,,,,,,,,
1353,"[0, 3, 8, 9]","[1, 2, 7]",19,26,0,97.945,84.24944196428571,,,,,,,,,,
1354,"[0, 2]","[1, 4, 5, 6, 7, 9]",19,30,0,97.44666666666669,86.48952095808383,,,,,,,,,,
1355,"[0, 1, 5, 9]","[2, 3, 8]",19,26,0,97.945,85.26734926052332,,,,,,,,,,
1356,"[1, 3, 5, 6, 7]","[2, 4, 9]",19,30,0,97.77333333333334,83.27119065374099,,,,,,,,,,
1357,"[1, 2, 3, 6]","[4, 5, 7, 9]",19,30,0,97.61833333333333,80.83519761372109,,,,,,,,,,
1358,"[0, 1, 3, 4, 5]","[2, 6, 8]",19,29,0,97.69666666666666,82.80798693959564,,,,,,,,,,
1359,"[0, 1, 2, 3, 4]","[5, 6, 9]",19,29,0,97.225,84.38359589897473,,,,,,,,,,
1360,"[0, 5, 8]","[1, 2, 6, 7]",19,26,0,98.10333333333332,83.52621803114731,,,,,,,,,,
1361,"[1, 2, 3, 6]","[4, 5, 9]",19,26,0,97.46666666666668,83.11484753491023,,,,,,,,,,
1362,"[0, 3]","[1, 2, 5, 8, 9]",19,26,0,97.32166666666666,82.49431171786121,,,,,,,,,,
1363,"[0, 6, 7, 9]","[1, 3, 4]",19,26,0,97.69166666666666,89.0030977189524,,,,,,,,,,
1364,"[0, 2, 3]","[1, 4, 7, 8]",19,26,0,97.84,86.62652289595295,,,,,,,,,,
1365,"[1, 3, 6, 7, 9]","[2, 4, 8]",19,30,0,97.68333333333334,82.41879921259843,,,,,,,,,,
1366,"[3, 4, 7, 8]","[5, 6, 9]",19,25,0,98.10333333333332,72.829417773238,,,,,,,,,,
1367,"[0, 3, 7, 9]","[1, 2, 6]",19,26,0,97.885,87.33221476510067,,,,,,,,,,
1368,"[0, 2, 5]","[1, 3, 6, 7]",19,26,0,98.10333333333332,85.95593461265103,,,,,,,,,,
